player_name,elo,hard_elo,clay_elo,grass_elo,rank,rank_points,age,ht,is_left,matches_played,win_last_5,win_last_25,win_last_50,win_last_100,elo_grad_20,elo_grad_35,elo_grad_50,elo_grad_100,ace_avg_last_5,ace_avg_last_20,ace_avg_last_50,df_avg_last_5,df_avg_last_20,df_avg_last_50,1st_win_pct_avg_last_5,1st_win_pct_avg_last_20,1st_win_pct_avg_last_50,bp_save_pct_avg_last_5,bp_save_pct_avg_last_20,bp_save_pct_avg_last_50
Kevin King,1418.4882349728693,1426.516578309611,1418.4882349728693,1400.0,304.0,154.0,33.8,191.0,1,6,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,18.48823497286935,18.48823497286935,18.48823497286935,18.48823497286935,5.4,5.666666666666667,5.666666666666667,7.2,6.666666666666667,6.666666666666667,0.7055777676813569,0.6934236499385458,0.6934236499385458,0.5311616161616162,0.5593013468013468,0.5593013468013468
Joao Menezes,1386.8967758219133,1413.6594810209322,1394.7412583598632,1386.8967758219133,217.0,319.0,28.5,185.0,0,2,0.0,0.0,0.0,0.0,-26.76270519901891,-26.76270519901891,-26.76270519901891,-26.76270519901891,1.5,1.5,1.5,1.0,1.0,1.0,0.275,0.275,0.275,0.16666666666666666,0.16666666666666666,0.16666666666666666
Alex Bolt,1544.7206469196321,1611.9808942246682,1544.7206469196321,1429.1653419849893,210.0,292.0,32.5,183.0,1,45,0.4,0.36,0.3333333333333333,0.3333333333333333,-33.54553733380385,208.0704182193847,109.17380133394158,109.17380133394158,7.0,6.1,7.444444444444445,1.4,2.55,2.8666666666666667,0.7457735104584623,0.7087721309331323,0.7032007105701401,0.3538461538461538,0.46477647352647355,0.5022822856156189
Hans Hach Verdugo,1400.0,1428.8219620564257,1400.0,1400.0,621.0,49.0,35.2,183.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcelo Melo,1566.017592260695,1566.017592260695,1566.017592260695,1566.017592260695,2000.0,0.0,41.6,203.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Moundir,1393.1525524540511,1400.0,1407.4254992329013,1393.1525524540511,779.0,29.0,30.3,191.0,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-6.847447545948853,-6.847447545948853,-6.847447545948853,-6.847447545948853,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.24561403508771928,0.24561403508771928,0.24561403508771928,0.19999999999999998,0.19999999999999998,0.19999999999999998
Lucas Andriamasilalao,1400.0,1400.0,1400.0,1400.0,2000.0,0.0,27.6,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stanislav Bykov,1377.5465551465136,1377.5465551465136,1377.5465551465136,1377.5465551465136,2000.0,0.0,37.0,185.67156964873536,0,1,0.0,0.0,0.0,0.0,-22.453444853486417,-22.453444853486417,-22.453444853486417,-22.453444853486417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mattia Bellucci,1498.6815437840248,1529.178112084441,1445.4469236165683,1445.4469236165683,101.0,574.0,24.3,175.0,1,13,0.4,0.38461538461538464,0.38461538461538464,0.38461538461538464,53.23462016745657,53.23462016745657,53.23462016745657,53.23462016745657,10.6,11.23076923076923,11.23076923076923,3.2,3.923076923076923,3.923076923076923,0.7146924783222424,0.7366405268886477,0.7366405268886477,0.6161616161616161,0.6229902576056422,0.6229902576056422
Louis Vosloo,1783.2501746906403,1783.2501746906403,1760.1063974948095,1783.2501746906403,211.0,170.0,47.2,178.0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Schiessling,1742.2690308041495,1742.2690308041495,1742.2690308041495,1742.2690308041495,652.0,22.0,50.7,180.0,0,53,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,26.104187820070138,26.104187820070138,26.104187820070138,26.104187820070138,3.3333333333333335,3.3333333333333335,3.3333333333333335,4.0,4.0,4.0,0.5935185604175152,0.5935185604175152,0.5935185604175152,0.42857142857142855,0.42857142857142855,0.42857142857142855
Alex Fairbanks,1400.0,1400.0,1400.0,1400.0,2000.0,0.0,28.9,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathias Bourgue,1433.6844706377888,1432.3560528199253,1452.5184507315425,1433.6844706377888,271.0,212.0,31.7,188.0,0,5,0.2,0.2,0.2,0.2,-1.8623749479017988,-1.8623749479017988,-1.8623749479017988,-1.8623749479017988,4.0,4.0,4.0,2.4,2.4,2.4,0.6507892687294214,0.6507892687294214,0.6507892687294214,0.4758333333333333,0.4758333333333333,0.4758333333333333
Guido Andreozzi,1506.7413585549416,1511.4657706185328,1414.988720311624,1364.2826546059957,406.0,118.0,33.9,183.0,0,39,0.4,0.28,0.3076923076923077,0.3076923076923077,61.33450880183614,111.51194965721857,106.7413585549416,106.7413585549416,3.0,2.5,3.8974358974358974,5.2,4.5,4.794871794871795,0.697734469502543,0.6616023899079524,0.6781489054477584,0.5888888888888889,0.5822319306510482,0.5903519536438088
Tomas Berdych,1975.822602124603,1622.0024273154042,1612.984063239134,1581.5549242262255,98.0,540.0,39.9,196.0,0,987,0.2,0.56,0.52,0.6,-39.59586993405219,-167.66110158793458,-184.52631967576303,-229.36470597720177,6.0,6.85,7.28,3.8,2.6,2.42,0.7377680311890839,0.7609986439351617,0.730429718661511,0.4349999999999999,0.5944128094128094,0.5693870573870574
Takanyi Garanganga,1380.8967670611753,1359.0533135265478,1380.8967670611753,1380.8967670611753,449.0,19.0,34.5,185.67156964873536,0,9,0.4,0.4444444444444444,0.4444444444444444,0.4444444444444444,-19.103232938824704,-19.103232938824704,-19.103232938824704,-19.103232938824704,6.6,3.2222222222222223,3.2222222222222223,4.0,1.7777777777777777,1.7777777777777777,0.6603896103896104,0.36688311688311687,0.36688311688311687,0.4458823529411765,0.2477124183006536,0.2477124183006536
Amir Milushev,1400.0,1400.0,1400.0,1400.0,2000.0,0.0,19.6,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matheus Pucinelli De Almeida,1451.3560110794883,1451.3560110794883,1451.3560110794883,1451.3560110794883,264.0,199.0,23.8,183.0,0,2,1.0,1.0,1.0,1.0,51.356011079488326,51.356011079488326,51.356011079488326,51.356011079488326,1.0,1.0,1.0,0.5,0.5,0.5,0.6984265734265734,0.6984265734265734,0.6984265734265734,0.7,0.7,0.7
Weerapat Doakmaiklee,1312.2855158766665,1376.8029717331247,1400.0,1312.2855158766665,1332.0,3.0,37.6,185.67156964873536,0,9,0.2,0.1111111111111111,0.1111111111111111,0.1111111111111111,-87.71448412333348,-87.71448412333348,-87.71448412333348,-87.71448412333348,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic Stricker,1645.3288246351203,1554.4871931487762,1441.8428933858158,1488.3156465318912,258.0,212.0,23.1,183.0,1,48,0.6,0.44,0.5,0.5,-111.38389659110817,55.80342622274134,245.32882463512033,245.32882463512033,10.0,7.85,9.020833333333334,4.0,3.0,3.0,0.8121910570248165,0.7776761047104932,0.7738106350558556,0.675,0.5875541125541125,0.5572916666666666
Gregory Carraz,1801.4901490131115,1777.5609292254032,1733.2888733836166,1803.6399026153574,167.0,233.0,49.7,190.0,0,132,0.2,0.28,0.36,0.4146341463414634,-111.37190043383339,-118.49489916809807,-168.29639959809333,48.05536396324487,7.6,11.0,10.18,5.2,5.75,5.64,0.7578140139430463,0.7286534174985412,0.7398188992088827,0.6767099567099567,0.59744350850388,0.6284487098728584
Thomas Fancutt,1400.0,1400.0,1400.0,1400.0,562.0,53.0,29.9,188.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur De Greef,1445.3580463410376,1415.617864794619,1432.6676105003921,1445.3580463410376,202.0,253.0,32.8,183.0,0,9,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,45.35804634103761,45.35804634103761,45.35804634103761,45.35804634103761,2.8,3.7777777777777777,3.7777777777777777,2.4,2.888888888888889,2.888888888888889,0.6633178677300117,0.6374330761415772,0.6374330761415772,0.5529137529137529,0.5581884165217499,0.5581884165217499
Eric Taino,1718.2227542130454,1780.477931464174,1685.749722705775,1718.2227542130454,2000.0,0.0,50.0,175.0,1,80,0.4,0.4,0.4,0.4,-40.292545038693106,-0.8339340008999443,-0.8339340008999443,-0.8339340008999443,1.2,4.8,4.166666666666667,-0.2,2.55,2.2,0.16129032258064516,0.5864973134448419,0.5949443535343726,0.0,0.4428968253968254,0.4042328042328042
Alun Jones,1477.7917730936476,1477.7917730936476,1477.7917730936476,1477.7917730936476,125.0,348.0,44.7,180.0,0,12,0.2,0.25,0.25,0.25,77.79177309364763,77.79177309364763,77.79177309364763,77.79177309364763,4.0,3.6666666666666665,3.6666666666666665,2.6,2.6666666666666665,2.6666666666666665,0.6215796318527411,0.6297019216023364,0.6297019216023364,0.442843137254902,0.484635217723453,0.484635217723453
Michael Yani,1419.1555327449307,1351.0845361706106,1378.2294789081384,1506.0687729542717,238.0,198.0,44.7,185.0,0,15,0.0,0.2,0.2,0.2,19.155532744930724,19.155532744930724,19.155532744930724,19.155532744930724,4.6,5.533333333333333,5.533333333333333,2.4,3.7333333333333334,3.7333333333333334,0.6282722158080891,0.6436036211902246,0.6436036211902246,0.516017316017316,0.47896751396751397,0.47896751396751397
Muzammil Murtaza,1337.352516415221,1337.352516415221,1400.0,1375.0,2000.0,0.0,25.8,185.67156964873536,0,3,0.0,0.0,0.0,0.0,-62.64748358477891,-62.64748358477891,-62.64748358477891,-62.64748358477891,1.0,1.0,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.3207070707070707,0.3207070707070707,0.3207070707070707,0.15079365079365079,0.15079365079365079,0.15079365079365079
Justin Lunn,1400.0,1400.0,1400.0,1400.0,2000.0,0.0,33.6,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Baghdatis,1727.148047564952,1626.870357015143,1190.2821529738103,1507.2248112249363,135.0,420.0,40.0,183.0,0,622,0.6,0.36,0.5,0.49,-77.19622670958779,-144.54267991141955,-136.46922683833327,-239.61286124052253,6.4,8.85,8.5,3.8,3.75,3.64,0.7646375519904932,0.7688049572098434,0.7379791116495953,0.5139393939393939,0.480726911976912,0.5212489177489177
Juan Carlos Rebaza Lozano,1393.0037262722105,1400.0,1393.0037262722105,1393.0037262722105,2000.0,0.0,39.5,185.67156964873536,0,1,0.0,0.0,0.0,0.0,-6.9962737277894576,-6.9962737277894576,-6.9962737277894576,-6.9962737277894576,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivo Klec,1560.983489266782,1594.5579391510812,1562.9097318614101,1560.983489266782,416.0,91.0,44.1,183.0,0,18,0.2,0.25,0.25,0.25,-20.24191546476891,-20.24191546476891,-20.24191546476891,-20.24191546476891,0.8,1.5,1.5,1.8,2.625,2.625,0.5509906759906761,0.6072061429691404,0.6072061429691404,0.44653594771241834,0.5320611577964519,0.5320611577964519
Yann Marti,1430.4415211679095,1430.4415211679095,1430.4415211679095,1430.4415211679095,391.0,111.0,37.1,173.0,0,6,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,30.441521167909514,30.441521167909514,30.441521167909514,30.441521167909514,2.2,2.0,2.0,4.2,4.666666666666667,4.666666666666667,0.6361929508231302,0.6396846018764181,0.6396846018764181,0.6062397372742201,0.5885331143951834,0.5885331143951834
Anas Fattar,1400.0,1400.0,1400.0,1400.0,767.0,18.0,37.8,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karim Mohamed Maamoun,1342.8470849894802,1436.6247847230122,1319.3721414121642,1342.8470849894802,721.0,37.0,34.4,175.0,0,12,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-57.15291501051979,-57.15291501051979,-57.15291501051979,-57.15291501051979,0.8,0.5,0.5,0.8,1.75,1.75,0.35230409356725145,0.31442123828088736,0.31442123828088736,0.27272727272727276,0.22494588744588748,0.22494588744588748
Jean Andersen,1395.0425629276958,1395.0425629276958,1395.0425629276958,1395.0425629276958,863.0,17.0,36.7,185.67156964873536,0,1,0.0,0.0,0.0,0.0,-4.957437072304174,-4.957437072304174,-4.957437072304174,-4.957437072304174,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Saborio,1356.7347373908747,1356.7347373908747,1356.7347373908747,1356.7347373908747,2000.0,0.0,28.3,185.67156964873536,0,2,0.0,0.0,0.0,0.0,-43.26526260912533,-43.26526260912533,-43.26526260912533,-43.26526260912533,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Levine,1617.9328873393724,1599.9610912388198,1376.8960264275256,1498.0184921928824,132.0,442.0,37.8,175.0,1,93,0.2,0.32,0.28,0.3225806451612903,-72.89578118174586,31.053527928222593,-69.36163287234672,217.93288733937243,8.6,5.4,5.1,7.2,4.6,4.06,0.64470122021797,0.6625160607864704,0.6723170278206596,0.6185007974481659,0.5948781043517886,0.5887034486840989
Liova Ayite Ajavon,1400.0,1400.0,1400.0,1400.0,2000.0,0.0,26.2,186.27336318231923,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Weinzierl,1742.4865578889464,1742.4865578889464,1742.4865578889464,1742.4865578889464,342.0,78.0,52.0,185.67156964873536,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Carlos Prado Angelo,1400.0,1400.0,1400.0,1400.0,605.0,56.0,19.8,185.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collin Altamirano,1396.1792545910591,1396.1792545910591,1396.1792545910591,1396.1792545910591,345.0,128.0,29.7,188.0,0,1,0.0,0.0,0.0,0.0,-3.8207454089408657,-3.8207454089408657,-3.8207454089408657,-3.8207454089408657,3.0,3.0,3.0,3.0,3.0,3.0,0.627906976744186,0.627906976744186,0.627906976744186,0.4166666666666667,0.4166666666666667,0.4166666666666667
Francisco Llanes,1425.0,1425.0,1425.0,1425.0,1262.0,5.0,23.4,178.0,0,1,1.0,1.0,1.0,1.0,25.0,25.0,25.0,25.0,1.0,1.0,1.0,2.0,2.0,2.0,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6,0.6,0.6
Baris Ergun,1616.8259529034578,1616.8259529034578,1616.8259529034578,1616.8259529034578,1225.0,2.0,50.1,185.67156964873536,0,12,1.0,1.0,1.0,1.0,40.47170783311253,40.47170783311253,40.47170783311253,40.47170783311253,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shahin Khaledan,1390.63196495891,1353.5261643104975,1401.9820803055168,1390.63196495891,1331.0,3.0,34.6,185.67156964873536,0,9,0.4,0.4444444444444444,0.4444444444444444,0.4444444444444444,-9.368035041090025,-9.368035041090025,-9.368035041090025,-9.368035041090025,-0.6,-0.7777777777777778,-0.7777777777777778,0.2,-0.3333333333333333,-0.3333333333333333,0.13090909090909092,0.07272727272727272,0.07272727272727272,0.04,0.022222222222222223,0.022222222222222223
Maxime Cressy,1489.0848750961854,1498.408311833983,1339.3382530121798,1535.577654575794,173.0,345.0,28.2,201.0,0,100,0.2,0.2,0.32,0.43,-247.7021790599615,-231.09291181973413,-269.1800295758321,24.86580418251947,9.2,11.3,13.98,10.4,11.5,10.3,0.7415631522241842,0.7734710086564919,0.795493540330338,0.6082251082251081,0.5740682928182927,0.5480479520479521
Carlos Gimeno Valero,1400.0,1400.0,1400.0,1400.0,369.0,114.0,23.8,191.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filip Dewulf,1786.2015461465699,1772.8567054289188,1743.5957130609227,1786.2015461465699,171.0,226.0,52.8,190.0,0,58,0.2,0.375,0.375,0.375,40.16682616695152,40.16682616695152,40.16682616695152,40.16682616695152,1.2,1.125,1.125,0.6,0.625,0.625,0.3745093167701864,0.32709157879531997,0.32709157879531997,0.30476190476190473,0.19047619047619047,0.19047619047619047
Michael Joyce,1781.573764332822,1781.573764332822,1781.573764332822,1781.573764332822,302.0,104.0,52.4,180.0,0,54,0.25,0.25,0.25,0.25,12.898933178938478,12.898933178938478,12.898933178938478,12.898933178938478,4.0,4.0,4.0,3.0,3.0,3.0,0.6339699074074074,0.6339699074074074,0.6339699074074074,0.41666666666666663,0.41666666666666663,0.41666666666666663
Holger Rune,1969.1293629288384,1685.8089074165025,1704.1019382040631,1357.0965096202297,13.0,3005.0,22.5,188.0,0,226,0.8,0.68,0.66,0.63,5.252370639705987,35.661072088650826,5.919264792530612,-108.06491084509662,7.0,6.45,5.84,3.2,3.1,3.12,0.7689645300935624,0.7590193560079358,0.7376224453989757,0.7,0.5694001831501831,0.5838035515209428
Daniel Yoo,1400.0,1400.0,1400.0,1400.0,2000.0,0.0,39.8,185.67156964873536,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Vacek,1875.6484193246536,1934.1038735470988,1979.8042258477258,2004.8775926190626,377.0,77.0,53.7,190.0,0,327,0.2,0.2,0.2222222222222222,0.2222222222222222,-103.49430540950561,-134.31104400147046,-134.31104400147046,-134.31104400147046,5.0,5.15,4.925925925925926,2.6,4.15,4.37037037037037,0.6627170400974628,0.652556163368686,0.6582163176471246,0.4622222222222222,0.44081349206349196,0.45686360964138745
Gianluca Naso,1438.63982823192,1438.63982823192,1438.63982823192,1438.63982823192,200.0,232.0,38.0,193.0,0,13,0.2,0.23076923076923078,0.23076923076923078,0.23076923076923078,38.63982823192009,38.63982823192009,38.63982823192009,38.63982823192009,4.6,3.923076923076923,3.923076923076923,1.8,2.6923076923076925,2.6923076923076925,0.7695906432748537,0.7046928532556063,0.7046928532556063,0.5644444444444445,0.5307612923711995,0.5307612923711995
Illya Marchenko,1540.5511043433867,1651.2457753469162,1316.986309479335,1394.095116585282,267.0,221.0,37.9,185.0,0,160,0.4,0.32,0.32,0.38,-70.95615132999546,-98.67517992518242,-176.4168189869922,-97.89957255451327,5.8,5.8,5.62,2.4,2.85,4.2,0.6546880570409981,0.63380743396026,0.6811912066221377,0.5000000000000001,0.39142940392940395,0.48104357309357304
Federico Rodriguez,1372.5601723126222,1400.0,1396.148935394837,1372.5601723126222,2000.0,0.0,45.2,185.67156964873536,0,2,0.0,0.0,0.0,0.0,-27.43982768737783,-27.43982768737783,-27.43982768737783,-27.43982768737783,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaak Poldma,1435.7660954715009,1389.5601756977362,1400.0,1435.7660954715009,1149.0,4.0,36.8,185.67156964873536,0,8,0.6,0.375,0.375,0.375,35.766095471500876,35.766095471500876,35.766095471500876,35.766095471500876,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukas Mugevicius,1321.22844076237,1369.4469717556676,1340.9356439003127,1321.22844076237,405.0,109.0,30.3,188.0,0,11,0.2,0.2727272727272727,0.2727272727272727,0.2727272727272727,-78.77155923763007,-78.77155923763007,-78.77155923763007,-78.77155923763007,1.6,0.18181818181818182,0.18181818181818182,1.8,0.2727272727272727,0.2727272727272727,0.3961904761904762,0.1800865800865801,0.1800865800865801,0.2175757575757576,0.09889807162534435,0.09889807162534435
Predrag Rusevski,1445.4359688491827,1432.402795300966,1438.4087886412667,1445.4359688491827,1533.0,1.0,41.8,185.67156964873536,0,14,0.2,0.42857142857142855,0.42857142857142855,0.42857142857142855,45.4359688491827,45.4359688491827,45.4359688491827,45.4359688491827,-1.0,-0.8571428571428571,-0.8571428571428571,-1.0,-0.7857142857142857,-0.7857142857142857,0.0,0.043103448275862065,0.043103448275862065,0.0,0.05494505494505495,0.05494505494505495
Sebastian Rieschick,1425.3080763599999,1437.8509271731612,1392.851962001412,1425.3080763599999,253.0,191.0,39.6,185.67156964873536,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.30807635999986,25.30807635999986,25.30807635999986,25.30807635999986,4.666666666666667,4.666666666666667,4.666666666666667,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.6960058097312999,0.6960058097312999,0.6960058097312999,0.44047619047619047,0.44047619047619047,0.44047619047619047
Walid Jallali,1589.4960321081157,1596.4028568483263,1583.6759730298284,1589.4960321081157,1014.0,9.0,47.0,185.67156964873536,0,16,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,5.765005067135007,5.765005067135007,5.765005067135007,5.765005067135007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Patino,1380.0104190629309,1425.7789490556725,1359.3711875059769,1380.0104190629309,983.0,12.0,31.4,183.0,0,9,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,-19.98958093706915,-19.98958093706915,-19.98958093706915,-19.98958093706915,4.8,3.6666666666666665,3.6666666666666665,2.4,3.2222222222222223,3.2222222222222223,0.7085961311223027,0.6323630736357833,0.6323630736357833,0.43349983349983345,0.5088789206436265,0.5088789206436265
Moez Echargui,1396.9786278741087,1373.3516388590333,1400.0,1396.9786278741087,382.0,127.0,32.5,178.0,0,2,0.5,0.5,0.5,0.5,-3.0213721258912756,-3.0213721258912756,-3.0213721258912756,-3.0213721258912756,1.5,1.5,1.5,0.5,0.5,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.5,0.5
Hong Chung,1377.71877696972,1400.0,1377.71877696972,1400.0,655.0,39.0,32.1,170.0,1,1,0.0,0.0,0.0,0.0,-22.28122303027999,-22.28122303027999,-22.28122303027999,-22.28122303027999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo Trevisan,1400.0,1400.0,1400.0,1400.0,451.0,84.0,35.9,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yasitha De Silva,1353.719736414574,1353.719736414574,1353.719736414574,1353.719736414574,2000.0,0.0,29.6,185.67156964873536,0,2,0.0,0.0,0.0,0.0,-46.28026358542593,-46.28026358542593,-46.28026358542593,-46.28026358542593,5.0,5.0,5.0,1.5,1.5,1.5,0.6076923076923078,0.6076923076923078,0.6076923076923078,0.45,0.45,0.45
Karsten Braasch,1800.5674171612236,1800.5674171612236,1800.5674171612236,1834.4455230922397,426.0,57.0,57.9,180.0,1,51,1.0,1.0,1.0,1.0,25.55956936270786,25.55956936270786,25.55956936270786,25.55956936270786,0.0,0.0,0.0,3.0,3.0,3.0,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.0,0.0,0.0
Brian Baker,1665.1035301990155,1431.600003314791,1566.0608594787946,1487.7961986804278,312.0,157.0,40.3,190.0,0,59,0.4,0.24,0.36,0.3389830508474576,-76.55126444337293,-111.37925663492433,208.04482499297637,265.1035301990155,6.0,5.95,5.12,4.2,4.1,3.82,0.7555251694488241,0.6785552627876495,0.6842276022321236,0.5218614718614719,0.5214114832535885,0.5327954545454545
Kevin Cheruiyot,1400.0,1400.0,1400.0,1400.0,1752.0,1.0,27.0,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Markos Kalovelonis,1429.6076034826328,1429.6076034826328,1400.0,1429.6076034826328,690.0,34.0,30.8,191.0,0,1,1.0,1.0,1.0,1.0,29.60760348263284,29.60760348263284,29.60760348263284,29.60760348263284,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Younes Rachidi,1399.3046605739517,1397.742735667782,1376.3995039663582,1399.3046605739517,869.0,17.0,38.3,186.27336318231923,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.6953394260483492,-0.6953394260483492,-0.6953394260483492,-0.6953394260483492,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.21468926553672316,0.21468926553672316,0.21468926553672316,0.19999999999999998,0.19999999999999998,0.19999999999999998
Sheil Kotecha,1400.0,1400.0,1400.0,1400.0,1385.0,3.0,24.9,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaroslav Levinsky,1628.2612358896395,1628.2612358896395,1628.2612358896395,1628.2612358896395,403.0,64.0,44.4,196.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Girts Dzelde,1398.1226293569923,1398.1226293569923,1400.0,1398.1226293569923,2000.0,0.0,62.0,173.0,0,1,0.0,0.0,0.0,0.0,-1.87737064300768,-1.87737064300768,-1.87737064300768,-1.87737064300768,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiemo De Bakker,1715.960255438199,1424.4950176973098,1661.1996116154066,1416.0759624882655,224.0,220.0,36.7,193.0,0,163,0.4,0.28,0.36,0.37,-86.7885940785618,-133.76696219429414,-111.36515055693599,-282.3872712865739,11.0,8.35,7.18,1.8,1.8,1.58,0.6943483112549924,0.691369074779122,0.6244087908897108,0.6120000000000001,0.5443650238650238,0.4687860528360528
Laurent Hild,1400.0,1400.0,1400.0,1400.0,2000.0,0.0,43.1,186.27336318231923,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Radoslav Lukaev,1585.3111101971178,1561.3646667788273,1557.6602565396604,1585.3111101971178,455.0,58.0,43.4,186.27336318231923,0,17,0.4,0.42857142857142855,0.42857142857142855,0.42857142857142855,11.7519368072833,11.7519368072833,11.7519368072833,11.7519368072833,-1.0,0.8571428571428571,0.8571428571428571,-1.0,0.42857142857142855,0.42857142857142855,0.0,0.10822510822510822,0.10822510822510822,0.0,0.09821428571428571,0.09821428571428571
