player_name,elo,hard_elo,clay_elo,grass_elo,rank,rank_points,age,ht,is_left,matches_played,win_last_5,win_last_25,win_last_50,win_last_100,elo_grad_20,elo_grad_35,elo_grad_50,elo_grad_100,ace_avg_last_5,ace_avg_last_20,ace_avg_last_50,df_avg_last_5,df_avg_last_20,df_avg_last_50,1st_win_pct_avg_last_5,1st_win_pct_avg_last_20,1st_win_pct_avg_last_50,bp_save_pct_avg_last_5,bp_save_pct_avg_last_20,bp_save_pct_avg_last_50
Nicolaas Scholtz,1465.3292388787897,1423.2364753479214,1400.0,1465.3292388787897,325.0,144.0,33.9,185.67156964873536,0,11,0.6,0.45454545454545453,0.45454545454545453,0.45454545454545453,65.32923887878974,65.32923887878974,65.32923887878974,65.32923887878974,14.8,7.090909090909091,7.090909090909091,3.6,1.2727272727272727,1.2727272727272727,0.7443944398327151,0.41207118272494425,0.41207118272494425,0.5663492063492064,0.31197691197691196,0.31197691197691196
Bob Bryan,1801.8936612418302,1773.979169527192,1800.6768633162346,1877.9706673482667,2000.0,0.0,47.1,193.0,1,96,0.4,0.32,0.34782608695652173,0.34782608695652173,-3.7899728297488764,-62.60797617871367,-25.1949241522816,-25.1949241522816,-0.2,6.45,6.782608695652174,-0.4,1.2,2.108695652173913,0.13191489361702127,0.574541028004301,0.6321522994491394,0.05714285714285716,0.30239177489177493,0.43006854256854254
Kevin Kung,1400.0,1400.0,1400.0,1400.0,2000.0,0.0,35.5,186.27336318231923,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walid Ahouda,1400.0,1400.0,1400.0,1400.0,1077.0,9.0,21.9,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Razlan Rawi,1363.50301350096,1363.50301350096,1363.50301350096,1363.50301350096,2000.0,0.0,37.0,185.67156964873536,0,2,0.0,0.0,0.0,0.0,-36.49698649904008,-36.49698649904008,-36.49698649904008,-36.49698649904008,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Attila Savolt,1768.9764323721338,1723.3793798957092,2013.0206793541383,1834.8736533542792,592.0,29.0,49.6,183.0,0,130,0.2,0.32,0.36,0.3875,-94.40578764778593,-20.70158360434243,-43.07874109201157,-78.19618991116181,2.4,4.6,5.06,5.2,4.45,3.82,0.574063973063973,0.6623974276105866,0.6875808192690647,0.5083333333333333,0.43326839826839825,0.5055616050616051
Jurabek Karimov,1413.989787109172,1400.0,1372.4472969185313,1413.989787109172,873.0,14.0,27.2,186.27336318231923,0,2,0.5,0.5,0.5,0.5,13.989787109172084,13.989787109172084,13.989787109172084,13.989787109172084,8.0,8.0,8.0,9.0,9.0,9.0,0.6116071428571428,0.6116071428571428,0.6116071428571428,0.44957983193277307,0.44957983193277307,0.44957983193277307
Michael Llodra,1735.933915615706,1789.6857327207454,1670.4840579975366,1863.055989137897,192.0,256.0,45.2,190.0,1,458,0.4,0.36,0.42,0.44,-146.12182293183673,-142.0073537433509,-133.56311211140974,-184.75956987209815,6.8,5.85,7.08,2.2,2.5,2.54,0.7257237065467477,0.6883050442235324,0.6982932092362077,0.618131868131868,0.4956905594405595,0.45256193806193806
Harold Mayot,1468.8257886556826,1492.6869266655879,1389.652824008082,1425.483210038795,107.0,567.0,23.7,180.0,0,19,0.2,0.3684210526315789,0.3684210526315789,0.3684210526315789,68.82578865568257,68.82578865568257,68.82578865568257,68.82578865568257,5.2,5.684210526315789,5.684210526315789,3.0,2.3157894736842106,2.3157894736842106,0.6935040939452704,0.6837010136591092,0.6837010136591092,0.5933333333333334,0.6090286991989778,0.6090286991989778
Sebastian Prieto,1782.8044536670172,1782.8044536670172,1794.2813705218637,1782.8044536670172,2000.0,0.0,49.8,180.0,0,56,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,-49.60276181522386,-49.60276181522386,-49.60276181522386,-49.60276181522386,3.2,3.3333333333333335,3.3333333333333335,2.8,3.5,3.5,0.6625452355413318,0.6731527756495225,0.6731527756495225,0.5123015873015873,0.5269179894179894,0.5269179894179894
Melle Van Gemerden,1727.7235816467469,1751.630032877576,1781.2545983966133,1756.2964995185896,106.0,404.0,46.1,183.0,0,62,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,-23.197523931288742,-23.197523931288742,-23.197523931288742,-23.197523931288742,3.8,3.8333333333333335,3.8333333333333335,2.8,2.0,2.0,0.4054834054834055,0.5462788450636323,0.5462788450636323,0.30952380952380953,0.29464285714285715,0.29464285714285715
Martin Garcia,1372.925504387658,1372.925504387658,1397.764661039193,1400.0,2000.0,0.0,48.1,190.0,0,2,0.0,0.0,0.0,0.0,-27.074495612341934,-27.074495612341934,-27.074495612341934,-27.074495612341934,1.0,1.0,1.0,3.5,3.5,3.5,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.34375,0.34375,0.34375
Paul Kilderry,1717.5539364701235,1728.68704228651,1717.5539364701235,1740.9400905390753,263.0,122.0,52.2,175.0,0,52,0.0,0.0,0.0,0.0,-23.386154068951782,-23.386154068951782,-23.386154068951782,-23.386154068951782,5.5,5.5,5.5,6.5,6.5,6.5,0.6602564102564102,0.6602564102564102,0.6602564102564102,0.2222222222222222,0.2222222222222222,0.2222222222222222
Jurgen Melzer,1713.5186688588403,1748.7190438870048,1652.1710362079941,1739.7706033140944,426.0,88.0,44.4,183.0,1,736,0.4,0.52,0.42,0.45,56.01850531089326,15.986591277404159,-91.08385099455222,-87.45494985613664,4.0,3.85,3.52,1.4,3.45,2.92,0.6400497797966415,0.6649269569615734,0.6263871218580238,0.512777777777778,0.5895535020535021,0.5424105616605617
Dekel Valtzer,1400.0,1400.0,1400.0,1400.0,441.0,62.0,40.7,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabrice Martin,1388.3506807348074,1400.0,1388.3506807348074,1400.0,2000.0,0.0,38.7,198.0,0,1,0.0,0.0,0.0,0.0,-11.649319265192617,-11.649319265192617,-11.649319265192617,-11.649319265192617,0.0,0.0,0.0,1.0,1.0,1.0,0.6875,0.6875,0.6875,0.0,0.0,0.0
Jean Christophe Faurel,1618.5525921803883,1675.2959650672167,1591.9157547573698,1631.3732361881775,148.0,288.0,44.4,175.0,0,18,0.2,0.25,0.25,0.25,-12.82064400778927,-12.82064400778927,-12.82064400778927,-12.82064400778927,2.8,3.75,3.75,3.6,3.5,3.5,0.613479945979946,0.5951656024215956,0.5951656024215956,0.47905525846702324,0.42163175876411174,0.42163175876411174
Scoville Jenkins,1517.5672966158866,1469.4893227374355,1434.7266821838243,1400.0,202.0,383.0,38.5,188.0,0,19,0.2,0.2631578947368421,0.2631578947368421,0.2631578947368421,117.56729661588656,117.56729661588656,117.56729661588656,117.56729661588656,8.8,6.684210526315789,6.684210526315789,5.2,5.2105263157894735,5.2105263157894735,0.6938527779907091,0.6663100689090774,0.6663100689090774,0.4415458937198068,0.5523401319369822,0.5523401319369822
Stephane Bohli,1544.5221970678692,1592.3161384153516,1554.321661786535,1600.2608376137887,401.0,91.0,41.8,185.0,0,36,0.0,0.24,0.23076923076923078,0.23076923076923078,-94.6264637683912,-55.73864054591945,-55.73864054591945,-55.73864054591945,4.2,5.75,4.384615384615385,3.0,2.45,1.8461538461538463,0.7093933550640867,0.643133656072368,0.5482088239987835,0.4958730158730159,0.5352605890841186,0.43096968391086043
David Wheaton,1687.075133547503,1646.9447812338615,1687.075133547503,1717.5287115915264,343.0,82.0,56.2,193.0,0,13,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,12.689667893334445,12.689667893334445,12.689667893334445,12.689667893334445,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,0.7628826530612245,0.7628826530612245,0.7628826530612245,0.5992063492063492,0.5992063492063492,0.5992063492063492
Amr Elsayed Abdou Ahmed Mohamed,1399.9654736280245,1375.0,1432.8724246360002,1399.9654736280245,643.0,48.0,26.5,185.0,0,5,0.4,0.4,0.4,0.4,-0.03452637197551667,-0.03452637197551667,-0.03452637197551667,-0.03452637197551667,0.4,0.4,0.4,0.0,0.0,0.0,0.30557275541795664,0.30557275541795664,0.30557275541795664,0.2,0.2,0.2
Wilfredo Gonzalez,1402.1784142239944,1426.448484127871,1400.0,1402.1784142239944,1089.0,7.0,32.1,188.0,0,8,0.6,0.5,0.5,0.5,2.178414223994423,2.178414223994423,2.178414223994423,2.178414223994423,3.8,2.75,2.75,3.0,2.375,2.375,0.4314268758577205,0.4412798156112775,0.4412798156112775,0.34285714285714286,0.38095238095238093,0.38095238095238093
Sebastien Lareau,1819.1030711104988,1909.5562266229715,1840.9718136272938,1892.050332591834,164.0,230.0,52.2,183.0,0,81,0.2,0.44,0.3548387096774194,0.3548387096774194,-3.919935979926322,-78.3168773609259,-78.3168773609259,-78.3168773609259,3.2,3.85,4.451612903225806,4.6,2.3,2.806451612903226,0.6419055944055944,0.5703780371507621,0.5493809731594967,0.6199999999999999,0.4810714285714286,0.4579109062980031
Manuel Sanchez,1456.20751868441,1401.0704245277807,1404.5614388832687,1456.20751868441,821.0,17.0,34.1,183.0,0,11,0.8,0.5454545454545454,0.5454545454545454,0.5454545454545454,56.20751868440993,56.20751868440993,56.20751868440993,56.20751868440993,1.8,1.8181818181818181,1.8181818181818181,2.2,2.3636363636363638,2.3636363636363638,0.42519664842681254,0.3830010406190297,0.3830010406190297,0.4076190476190476,0.35800865800865805,0.35800865800865805
Mariano Sanchez,1566.017592260695,1607.1962298350259,1566.017592260695,1566.017592260695,978.0,5.0,47.0,186.27336318231923,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Pellegrino,1419.6139319376955,1419.6139319376955,1419.6139319376955,1419.6139319376955,153.0,389.0,28.3,185.0,0,2,0.5,0.5,0.5,0.5,19.613931937695497,19.613931937695497,19.613931937695497,19.613931937695497,0.5,0.5,0.5,2.0,2.0,2.0,0.5565302144249512,0.5565302144249512,0.5565302144249512,0.35,0.35,0.35
Henri Squire,1390.8028069622897,1400.0,1433.5958874009523,1369.6773370709234,187.0,314.0,24.9,196.0,0,5,0.2,0.2,0.2,0.2,-9.197193037710349,-9.197193037710349,-9.197193037710349,-9.197193037710349,6.0,6.0,6.0,3.4,3.4,3.4,0.7799228931987553,0.7799228931987553,0.7799228931987553,0.4758041958041958,0.4758041958041958,0.4758041958041958
Joji Miyao,1396.6021957606342,1396.6021957606342,1396.6021957606342,1396.6021957606342,1071.0,5.0,44.2,185.67156964873536,0,1,0.0,0.0,0.0,0.0,-3.397804239365769,-3.397804239365769,-3.397804239365769,-3.397804239365769,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikolay Davydenko,1713.4607465171584,1845.3889243130868,1655.9696067451705,1349.5677862374116,92.0,610.0,43.9,178.0,0,831,0.2,0.4,0.42,0.47,-95.25850214299135,-104.42372870505051,-175.5348524011124,-177.9957400673859,3.0,4.3,2.9,2.6,2.4,2.5,0.6593327864369701,0.6179152188038725,0.631869528762661,0.5722222222222222,0.5227579365079366,0.5349123376623376
Michael Agwi,1389.1792712993017,1400.0,1425.0492330724533,1389.1792712993017,487.0,83.0,22.0,193.0,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,-10.820728700698282,-10.820728700698282,-10.820728700698282,-10.820728700698282,7.666666666666667,7.666666666666667,7.666666666666667,2.0,2.0,2.0,0.7052027486219133,0.7052027486219133,0.7052027486219133,0.4166666666666667,0.4166666666666667,0.4166666666666667
Edward Corrie,1400.0,1400.0,1400.0,1400.0,330.0,130.0,37.3,183.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Genaro Alberto Olivieri,1400.0,1400.0,1463.4789999931215,1400.0,231.0,257.0,26.8,175.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Todor Enev,1524.896987145498,1556.4121801357448,1552.4823209264673,1524.896987145498,780.0,16.0,43.0,185.67156964873536,0,32,0.2,0.45454545454545453,0.45454545454545453,0.45454545454545453,-54.73745965362673,-65.68047357901469,-65.68047357901469,-65.68047357901469,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Edmund,1689.58280590015,1611.6133372087952,1500.3134668497885,1412.826253999602,473.0,85.0,30.3,188.0,0,246,0.0,0.4,0.42,0.48,-186.98455698888029,-120.7791547520867,-186.13110266065155,-270.0265671038985,4.8,5.6,6.18,4.0,3.7,2.52,0.6320146520146521,0.7076690390227509,0.7327837655155927,0.3814285714285714,0.553611111111111,0.5442710345210345
Alberto Martin,1524.8263692048008,1718.650548360393,1994.1197823398556,1813.583470657278,136.0,375.0,46.7,175.0,0,553,0.4,0.32,0.34,0.36,-33.11405455819886,-114.15328628518319,-136.83760509026774,-299.769582302926,0.8,1.6,1.86,2.2,2.65,2.68,0.6274496257766143,0.6406372332350718,0.6517458311962203,0.4428571428571429,0.5360940065681445,0.496698896888552
David Agung Susanto,1318.4822112750087,1279.4812311172705,1400.0,1400.0,2050.0,1.0,34.1,185.67156964873536,0,19,0.4,0.2631578947368421,0.2631578947368421,0.2631578947368421,-81.5177887249913,-81.5177887249913,-81.5177887249913,-81.5177887249913,0.8,-0.10526315789473684,-0.10526315789473684,1.8,0.3684210526315789,0.3684210526315789,0.25103578154425615,0.12993903675889237,0.12993903675889237,0.29333333333333333,0.1402834008097166,0.1402834008097166
Jui Chen Hung,1403.0811120362973,1376.0649019922903,1403.0811120362973,1403.0811120362973,601.0,52.0,34.9,185.67156964873536,0,6,0.6,0.5,0.5,0.5,3.081112036297327,3.081112036297327,3.081112036297327,3.081112036297327,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Liang Chi Huang,1496.0146718150584,1476.2783457987798,1400.0,1496.0146718150584,529.0,66.0,33.3,186.27336318231923,0,6,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,96.01467181505836,96.01467181505836,96.01467181505836,96.01467181505836,0.4,0.16666666666666666,0.16666666666666666,-0.6,-0.6666666666666666,-0.6666666666666666,0.32976190476190476,0.27480158730158727,0.27480158730158727,0.3,0.25,0.25
Kevin Sorensen,1473.9565924299084,1422.1358219204892,1473.9565924299084,1400.0,858.0,14.0,44.1,183.0,0,6,0.6,0.5,0.5,0.5,73.95659242990837,73.95659242990837,73.95659242990837,73.95659242990837,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Brown B395,1479.3299124847752,1475.6330194703241,1459.7625640905892,1479.3299124847752,2000.0,0.0,53.9,175.0,0,9,0.4,0.6666666666666666,0.6666666666666666,0.6666666666666666,79.32991248477515,79.32991248477515,79.32991248477515,79.32991248477515,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lionel Roux,1856.8989929249058,1856.8989929249058,1856.8989929249058,1856.8989929249058,331.0,88.0,52.3,185.0,0,62,0.2,0.4166666666666667,0.4166666666666667,0.4166666666666667,40.5250732107545,40.5250732107545,40.5250732107545,40.5250732107545,3.8,3.5833333333333335,3.5833333333333335,4.4,3.1666666666666665,3.1666666666666665,0.7181277379981268,0.7156693671784459,0.7156693671784459,0.5199999999999999,0.4439153439153439,0.4439153439153439
Dominic Thiem,1594.9906968160003,1578.2512586261776,1603.0457799022515,1245.6085551824272,318.0,162.0,32.1,185.0,0,565,0.0,0.4,0.42,0.44,-141.23471548591078,-167.67213242127264,-273.51795730037634,-629.3326489839064,4.0,5.7,5.4,2.8,3.25,3.12,0.6569524047255898,0.7105693077159356,0.7163242113307325,0.38242424242424244,0.569559052059052,0.5718352497176027
Michael Hill,1806.9579333200618,1787.0269128830464,1806.9579333200618,1787.0269128830464,226.0,149.0,50.9,188.0,0,52,0.5,0.5,0.5,0.5,19.931020437015377,19.931020437015377,19.931020437015377,19.931020437015377,11.5,11.5,11.5,5.0,5.0,5.0,0.8044090056285178,0.8044090056285178,0.8044090056285178,0.6875,0.6875,0.6875
Takuto Niki,1400.0,1400.0,1400.0,1400.0,340.0,132.0,37.9,183.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandr Dolgopolov,1910.7063000243957,1661.0752916987763,1631.9404371475684,1437.0219726415453,54.0,966.0,36.5,180.0,0,422,0.4,0.6,0.54,0.49,-19.952570595628004,23.665918441467966,47.128641822359896,-31.101481213373745,9.6,7.95,6.8,5.0,3.3,2.92,0.7095036516943793,0.7394256020313813,0.7404593461990108,0.5566666666666668,0.5376312576312576,0.5618852258852258
Nikos Rovas,1707.8013613032529,1707.8013613032529,1700.9704777155673,1707.8013613032529,2000.0,0.0,47.5,185.67156964873536,0,17,0.6,0.5714285714285714,0.5714285714285714,0.5714285714285714,23.849152325039995,23.849152325039995,23.849152325039995,23.849152325039995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Rios,1400.0,1400.0,1400.0,1400.0,1285.0,2.0,32.9,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Pretzsch,1843.2284603363767,1877.6904063643944,1884.0764669549742,1866.2199017282942,134.0,313.0,49.0,185.0,0,70,0.4,0.3,0.3,0.3,-60.09702145480401,-40.84800661859754,-40.84800661859754,-40.84800661859754,2.2,4.55,4.55,3.8,4.25,4.25,0.6060145888594164,0.6752451863614832,0.6752451863614832,0.531025641025641,0.49922286047286046,0.49922286047286046
Vasilly Kazhera,1590.5774607245128,1590.5774607245128,1590.5774607245128,1590.5774607245128,1087.0,3.0,43.4,185.67156964873536,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabor Borsos,1364.8468742131947,1412.1828416082853,1377.5310206572512,1364.8468742131947,552.0,7.0,33.5,193.0,0,4,0.25,0.25,0.25,0.25,-35.153125786805276,-35.153125786805276,-35.153125786805276,-35.153125786805276,-0.25,-0.25,-0.25,-0.75,-0.75,-0.75,0.17338709677419356,0.17338709677419356,0.17338709677419356,0.125,0.125,0.125
James Sekulov,1813.6807481674184,1849.6117556601455,1852.4912523714252,1852.4912523714252,244.0,140.0,49.1,180.0,0,61,0.2,0.2727272727272727,0.2727272727272727,0.2727272727272727,-38.81050420400675,-38.81050420400675,-38.81050420400675,-38.81050420400675,1.8,2.6363636363636362,2.6363636363636362,3.8,3.5454545454545454,3.5454545454545454,0.6834572945038062,0.6544070352209718,0.6544070352209718,0.5476190476190476,0.5264430014430015,0.5264430014430015
Juan Pablo Varillas,1520.8637539717488,1320.6339194369677,1604.8159800375888,1400.0,179.0,331.0,29.9,185.0,0,83,0.4,0.32,0.42,0.43373493975903615,-87.51330632565578,-42.52056002850827,-38.19998363750392,120.86375397174879,3.6,3.7,3.98,1.8,1.45,1.34,0.6574223567001942,0.6067389198519983,0.6221673835017637,0.6416666666666667,0.4590700965700966,0.49004012654012646
Rodrigo Senattore,1369.3436261460683,1369.3436261460683,1369.3436261460683,1369.3436261460683,1026.0,11.0,31.6,186.27336318231923,0,2,0.0,0.0,0.0,0.0,-30.656373853931655,-30.656373853931655,-30.656373853931655,-30.656373853931655,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Eagle,1400.0,1400.0,1400.0,1400.0,2000.0,0.0,51.8,183.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yu Jr Wang,1400.7896916951017,1549.3536781426676,1572.9225841206053,1527.7986595220673,548.0,45.0,44.1,186.27336318231923,1,31,0.0,0.23809523809523808,0.23809523809523808,0.23809523809523808,-154.0560251273871,-172.13289242550354,-172.13289242550354,-172.13289242550354,1.0,-0.25,-0.2857142857142857,1.4,0.05,0.0,0.25650793650793646,0.1624761904761905,0.15473922902494333,0.23500000000000001,0.15041666666666667,0.14325396825396824
Ignaci Roca,1355.2697440947206,1355.2697440947206,1355.2697440947206,1355.2697440947206,2000.0,0.0,38.7,185.67156964873536,0,2,0.0,0.0,0.0,0.0,-44.730255905279364,-44.730255905279364,-44.730255905279364,-44.730255905279364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
David Josepa,1358.445559673246,1400.0,1395.1879726363584,1358.445559673246,2000.0,0.0,38.8,185.67156964873536,0,3,0.0,0.0,0.0,0.0,-41.55444032675405,-41.55444032675405,-41.55444032675405,-41.55444032675405,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Aisam Ul Haq Qureshi,1514.379752504074,1583.8431589039867,1657.5328041307635,1765.8272339801615,2000.0,0.0,44.8,183.0,0,119,0.6,0.56,0.54,0.5652173913043478,-105.78692240888017,-246.36707809293534,-209.31701265613015,-238.63270366847564,8.0,5.65,5.12,5.8,2.1,1.66,0.6788412206988058,0.34345229399385974,0.35206470156967695,0.21904761904761902,0.21458333333333335,0.2612936507936508
Yuki Bhambri,1534.2113449797507,1559.6850870078483,1420.2402955720554,1358.481711444393,571.0,55.0,32.5,185.0,0,60,0.4,0.36,0.46,0.4666666666666667,-87.0252934240741,-36.48225795043595,3.1730027517292,134.21134497975072,3.0,2.2,1.72,3.8,3.8,2.4,0.6894091102676838,0.6383731280208679,0.5011729498727209,0.46111111111111114,0.4740064102564102,0.35139910089910087
Alexios Halebian,1400.0,1400.0,1400.0,1400.0,644.0,39.0,31.1,185.67156964873536,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivo Karlovic,1501.7346180708664,1586.4843971542055,1485.925931830999,1826.0254798304288,221.0,309.0,46.5,208.0,0,728,0.4,0.32,0.36,0.4,-122.04675349968807,-98.97437826557166,-205.86677399747077,-410.8413090254387,18.0,19.5,22.12,5.6,4.8,4.9,0.7871811820198917,0.7961803210938271,0.8188752372688352,0.5299999999999999,0.6454761904761905,0.606015873015873
Cesar Cruz,1325.62339445828,1372.2763064209425,1377.221805110782,1325.62339445828,2000.0,0.0,18.9,185.67156964873536,0,3,0.0,0.0,0.0,0.0,-74.37660554171998,-74.37660554171998,-74.37660554171998,-74.37660554171998,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tatsuma Ito,1581.5780683848498,1423.3356409091573,1456.3079345954402,1432.314099219328,146.0,362.0,36.6,180.0,0,101,0.2,0.4,0.34,0.36,-45.167801457263295,-31.198107419700364,-15.622479344222711,215.3254453300408,4.6,4.0,4.02,4.6,3.6,2.72,0.6897261466011466,0.6845700673562558,0.6360991630014515,0.5296078431372548,0.46546918767507,0.450187675070028
Vitaliy Pavlov,1400.0,1400.0,1400.0,1400.0,2000.0,0.0,40.9,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandar Lazarov,1433.7571911595996,1405.969292452878,1400.0,1433.7571911595996,709.0,38.0,27.9,191.0,0,11,0.4,0.36363636363636365,0.36363636363636365,0.36363636363636365,33.75719115959964,33.75719115959964,33.75719115959964,33.75719115959964,3.6,3.0,3.0,2.2,2.5454545454545454,2.5454545454545454,0.47256688409907355,0.44614557050973186,0.44614557050973186,0.4173626373626374,0.33085248085248087,0.33085248085248087
Nicolas Renavand,1438.5662483115113,1400.0,1438.5662483115113,1438.5662483115113,364.0,116.0,43.2,185.67156964873536,0,1,1.0,1.0,1.0,1.0,38.566248311511345,38.566248311511345,38.566248311511345,38.566248311511345,8.0,8.0,8.0,2.0,2.0,2.0,0.6530612244897959,0.6530612244897959,0.6530612244897959,0.7,0.7,0.7
Jiri Vanek,1586.9364759072946,1714.7536175830296,1832.6896461668066,1811.2093551493338,155.0,487.0,47.0,185.0,0,237,0.2,0.28,0.3,0.32,-61.1975805363586,-83.79854471618182,-152.53593305052777,-230.45220979024816,6.4,5.6,5.12,4.0,3.15,2.78,0.5352740475585304,0.6229021780866287,0.6457841924765172,0.36752136752136766,0.551224594119331,0.5253350187823872
Ruan Roelofse,1334.8615577487533,1344.2246676234524,1400.0,1334.8615577487533,787.0,25.0,35.8,188.0,0,9,0.2,0.2222222222222222,0.2222222222222222,0.2222222222222222,-65.13844225124672,-65.13844225124672,-65.13844225124672,-65.13844225124672,0.2,-0.3333333333333333,-0.3333333333333333,-0.4,-0.6666666666666666,-0.6666666666666666,0.11020408163265305,0.06122448979591836,0.06122448979591836,0.125,0.06944444444444445,0.06944444444444445
Horacio Zeballos,1670.4823362358425,1605.362376540918,1662.4723907469513,1326.044518904658,152.0,373.0,40.3,188.0,1,223,0.4,0.4,0.48,0.43,-7.124457695914771,-85.40282828506133,15.932238444436052,30.428682506693576,7.6,6.55,5.58,4.4,3.15,2.32,0.6881173929954418,0.7229822773142113,0.7102518264072059,0.6819780219780218,0.7133775946275945,0.6021605616605616
Juan Pablo Ficovich,1375.7482135396626,1375.7482135396626,1375.7482135396626,1375.7482135396626,230.0,277.0,28.0,191.0,0,1,0.0,0.0,0.0,0.0,-24.25178646033737,-24.25178646033737,-24.25178646033737,-24.25178646033737,2.0,2.0,2.0,2.0,2.0,2.0,0.6444444444444445,0.6444444444444445,0.6444444444444445,0.45454545454545453,0.45454545454545453,0.45454545454545453
Johan Landsberg,1681.7376228914331,1681.7376228914331,1681.7376228914331,1681.7376228914331,611.0,22.0,50.4,183.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Mertl,1439.4607497773645,1400.0,1425.4867245001708,1439.4607497773645,306.0,158.0,43.5,190.0,0,1,1.0,1.0,1.0,1.0,39.460749777364526,39.460749777364526,39.460749777364526,39.460749777364526,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashkan Shokoofi,1447.206226575664,1400.0,1451.1317699897056,1447.206226575664,1049.0,6.0,43.7,185.67156964873536,0,12,0.4,0.5833333333333334,0.5833333333333334,0.5833333333333334,47.206226575664004,47.206226575664004,47.206226575664004,47.206226575664004,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Christophe Bosio,1549.8331177136001,1549.8331177136001,1549.8331177136001,1549.8331177136001,1152.0,3.0,48.2,185.67156964873536,0,12,0.0,0.0,0.0,0.0,-23.089466407005148,-23.089466407005148,-23.089466407005148,-23.089466407005148,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
